Navn; calories; proteins; carbs; fat; type;
typer: frugt og grønt=fg, fjerkræ, kød, fisk, snack, drikke, krydderi, nød, bær, korn, brød og mejeri=bm

Rugmel, halvsigtet (udmalingsgrad ca. 85 %);336;8.6;66.2;1.8;korn
Danbo, 30+;257;27.8;0.1;15.7;bm
Oksekød, slag, råt;335;16.1;0;30.1;kød
Tomatketchup;114;3;18.4;2.4;krydderi
Baked beans i tomatsovs, konserves;88;5.1;9.6;0.5;fg
Sødmælk (UHT);63;3.4;4.6;3.5;bm
Sødmælk, økologisk;64;3.3;4.4;3.5;bm
Lammekød, rygstykke, råt;290;15.8;0;20.4;kød
Grisekød, uspec., fedt, råt;346;14.4;0;32;kød
Yoghurt med jordbær;84;3.2;10.6;3.1;bm
Ris, parboiled, rå;358;8.2;78.1;1.2;korn
Kartoffelmel;342;0.2;85;0.1;korn
Yoghurt med skovbær;86;3.2;10.6;3.1;bm
Ost, fast, 30+, alle typer;263;28.1;0.1;16;bm
Spædbørnsmad, modermælkserstatning, højt jernindhold, pulver;505;11.1;56.9;25.9;bm
Fersken, tørret;333;4.9;51.1;1;fg
Camembert, 50+;306;17.5;0.1;26.2;bm
Ab-mælk, syrnet sødmælk;63;3.4;3.8;3.6;bm
Tykmælk;63;3.4;3.8;3.6:bm
Cultura, syrnet sødmælk (HISTORISK);63;3.4;3.8;3.6;bm
Kefir (HISTORISK);63;3.4;3.8;3.6;bm
Yoghurt med peach melba;87;3.2;10.7;3.2;bm
Yoghurt, sødmælk, med frugt;89;3.2;10.3;3.2;bm
Maribo, 30+;268;28.5;0.1;16.4;bm
Yoghurt med pære og banan;89;3.2;10.3;3.2;bm
Yoghurt med kirsebær;89;3.3;10.3;3.1;bm
A38, acidophilus tykmælk;67;4.8;3.5;3.5;bm
Birkes, frø;549;18;13.7;44.7;snack
Bygmel;338;9.9;56;3;korn
Pastiller, med sukker, uspec.;371;4.4;84.9;1.6;snack
Pasta, kogt;128;5.5;26.9;0.4;korn
Majsmel;361;6.8;88.3;2.8;korn
Mozzarella, 30+;279;28.3;0.1;17.7;bm
Hvedemel;343;10.6;56.5;1.5;korn
Ål, røget;329;19.4;0;27.8;fisk
Flødeost, 70+;380;9.4;2.2;36.9;bm
Yoghurt med müsli;88;3.4;11.1;3.3;bm
A38, acidophilus tykmælk, med citronsaft (HISTORISK);75;4.8;7.5;3.5;bm
Hvedemel, bagerimel;349;11;71.1;1.6;korn
Dressing, creme fraiche;420;1.6;9.7;41.7;krydderi
Grønne ærter, dybfrost;74;6.1;8.4;0.7;fg
Hvedegryn, mannagryn;353;10.1;74.1;1.2;korn
Bagepulver;172;5.2;37.8;0;korn
Brie, 50+;331;19.4;0.1;27.8;bm
Grønne ærter, konserves;75;5.9;7.7;0.8;fg
Lammekød, slag, råt;369;14.5;0;34.5;kød
Lammekød, bryst, råt;369;14.5;0;34.5;kød
Bønnespirer, soja, rå;57;6.2;4.5;1.4;fg
Samsø, 30+;279;29.5;0.1;17.2;bm
Gedemælk;69;3.5;4.4;4.1;bm
Theboller o.l. (bløddejsboller);296;9.8;48.1;6.6;snack
Palmeolie;900;0;0;100;krydderi
Kakaosmør;900;0;0;100;krydderi
Palmekerneolie;900;0;0;100;krydderi
Jordnøddeolie;763;0;0;72.5;krydderi
Solsikkeolie;900;0;0;100;krydderi
Valnøddeolie;900;0;0;100;krydderi
Torsk, levertran;900;0;0;100;fisk
Melboller, dybfrost;191;7;9.8;13;bm
Sesamolie;900;0;0;100;krydderi
Sukker, brunt rørsukker;399;0.5;99.3;0;snack
Majsolie;900;0;0;100;krydderi
Hørfrøolie;900;0;0;100;krydderi
Rugbrød, soft, uden fedtrige frø, uden kerner, industrifremstillet;210;5.3;40.3;1.4;bm
Hvedebrød, italiensk type, stort, detailbageri;249;8.7;49.1;1.3;bm
Vindruekerneolie;900;0;0;100:krydderi
Kokosolie;900;0;0;100;krydderi
Levertran (Sej);900;0;0;99.9;krydderi
Sojaolie;900;0;0;100;krydderi
Fiskefilet, paneret, friturestegt, fastfood;287;13.4;21.9;16.1;fisk
Olivenolie;900;0;0;100;krydderi
Rapsolie;900;0;0;100;krydderi
Græskarkerner, tørret;568;36.3;2;45.9;korn
Hvedemel, durum;347;13.3;46.8;1.6;korn
Hvedebrød, fint, store, industrifremstillet;262;9.2;46.6;3.6;bm
Hvedebrød, fint, store, detailbageri;274;9;49.3;3.8;bm
Hvedebrød, groft, store, industrifremstillet;258;9.8;42.9;4.2;bm
Hvedebrød, groft, store, detailbageri;256;9.2;46.1;3;bm
Tigerreje, opdræt, rå, dybfrost;67;15.8;0;0.4;fisk
Reje, sort tiger-, opdræt, kogt, dybfrost;62;14.8;0;0.3;fisk
Laks, atlantisk, opdræt, koldrøget;170;20.9;1.6;8.9;fisk
Laks, atlantisk, opdræt, varmrøget;267;20.1;0;20.7;fisk
Hvid hvede, melmix;341;12.8;58.4;4.2;korn
Småkage, hvede, traditionelle danske, industrifremstillet;520;5.4;61.7;27.1;snack
Småkage, cookie (amerikansk type), industrifremstillet;511;5.9;58.4;26.5;snack
Småkage, havreflager, industrifremstillet;518;5;61.2;27;snack
Småkage, brunkage, industrifremstillet;469;5.7;66;17.8;snack
Småkage, pebernød, industrifremstillet;476;5.8;67.2;19.2;snack
Småkage, klejne, industrifremstillet;568;5.9;49.2;37.7;snack
Småkage, med lavt sukkerindhold (sukkerfri, light) industrifremstillet;483;7.1;38;23.7;snack
Småkage, kokoskager, industrifremstillet;458;4.5;48.6;23.4;snack
Kage, trøffelprodukt / koldprodukt, industrifremstillet;423;4;58.1;17;snack
Kransekage, industrifremstillet;418;6.6;59.9;15.3;snack
Babymajs, rå;37;2.3;4.6;0.5;fg
Pomelo, rå;57;1;10.2;0.7;fg
Kiks, rug;446;6.7;63.7;14.9;bm
Kiks, hvede, sød, med tyk chokolade;504;7.1;59.2;24.9;snack
Kiks, dobbelte, hvede, søde;481;6.2;66.1;19.7;snack
Kiks, havre, søde;468;7.6;57.9;19.6;snack
Kiks, havre, søde, med chokolade;489;7.2;58;23;snack
Müslibar;435;6.7;57.8;15;snack
Vaffelrør;510;4.6;63;25.7;snack
Kiks, grov med frugt eller grønt;433;8.5;61.8;13.7;snack
Skummetmælk, 0.1 % fedt;35;3.5;5;0.1;bm
Yoghurt naturel, 1.5 % fedt;50;4;4.9;1.6;bm
Yoghurt naturel, 0.1 % fedt;43;4.2;5;0.7;bm
Hvid hvede brød, groft, store, detailbageri;252;9.8;43.2;3.1;bm
Hvid hvede bolle, grov, industrifremstillet;231;9;40.7;2;bm
Hvid hvede brød, groft, store, industrifremstillet;223;8.6;39.4;1.7;bm
Sild, Østersø, uspecificeret, rå;123;16.2;0;6.4;fisk
Oksekød, hakket, 5-10% fedt, rå;163;19.5;0;9.5;kød
Grisekød, hakket, 10-15% fedt, råt;169;18.9;0;10.4;kød
Kalkunkød, hakket, 5-10% fedt, råt;157;20.1;0;8.5;fjerkræ
Burger med lille bøf, salat og dressing, fastfood;226;9.8;22.5;10.4;snack
Burger med medium bøf, salat og dressing, fastfood;221;10.4;19.3;11;snack
Burger med stor bøf, salat og dressing, fastfood;231;12.7;15;13;snack
Burger med bøf og bacon, salat og dressing, fastfood;255;11.7;19.2;14.2;snack
Burger med bøf og ost, salat og dressing, fastfood;250;10.7;22;12.9;snack
Burger med bøf, bacon og ost, salat og dressing, fastfood;232;11;17.5;12.6;snack
Burger med kylling, salat og dressing, fastfood;207;9.5;19.2;9.9;snack
Sandwich med kylling, salat og dressing, fastfood;220;10.5;28.9;6.5;snack
Sandwich med kylling og bacon, salat og dressing, fastfood;205;11.1;23.3;7;snack
Sandwich med skinke og ost, salat og dressing, fastfood;225;9.3;26.2;8.9;snack
Sandwich med æg / rejer, salat og dressing, fastfood;186;7.8;24.1;6.1;snack
Sandwich med fisk, salat og dressing, fastfood;203;9.6;24.9;6.8;snack
Sandwich med kebab, salat og dressing, fastfood;216;8.5;23.7;9.3:snack
Sandwich med ribbenssteg, rødkål og agurk, fastfood;251;14.3;20.1;12.3:snack
Trekantsandwich med kylling og bacon, salat og dressing, fastfood;206;11.3;19.9;8.7;snack
Trekantsandwich med skinke og ost, salat og dressing, fastfood;229;10.4;21.2;11.1;snack
Trekantsandwich med æg, salat og dressing, fastfood;204;8.7;20.4;9.4;snack
Sandwich med frikadelle, salat og dressing, fastfood;219;8.8;23.9;9.4;snack
Pitasandwich med kebab, salat og dressing, fastfood;172;9.1;16.6;7.4;snack
Pitasandwich med kylling, salat og dressing, fastfood;165;9.8;18;5.7;snack
Pitasandwich med rejer, salat og dressing, fastfood;128;5.8;15.1;4.7;snack
Pitasandwich med falaffel, salat og dressing, fastfood;219;6.2;25.7;9.5;snack
Pitasandwich med salat og dressing, fastfood;150;3.6;19.6;5.9;snack
Dürumrulle med kebab, salat og dressing, fastfood;225;12.6;20.3;9.9;snack,
Pølse med bacon, ristet, fastfood;318;16.3;4;26.3;kød
Fransk hot dog, fastfood;284;10.2;25.9;15.2;snack
Hot dog, almindelig, fastfood;256;8.5;20.8;15.1;kød
Pølsemix med pommes frites, fastfood;323;8;26.9;19.9;snack
Kebabmix med pommes frites, friturestegt, fastfood;294;8.9;23.4;17.6;snack
Kylling, grillstegt, fastfood;212;28;0;11.2;snack
Kyllingenuggets, friturestegt, fastfood;280;14.7;19.1;16.1;snack
Pizza med tomat og ost, fastfood;322;13.3;35.7;13.5;snack
Pizza med fisk, tomat og ost, fastfood;256;13.8;26.7;10;snack
Pizza med salami, tomat og ost, fastfood;312;12.8;31.7;14.5;snack
Pizza med grønt og frugt, tomat og ost, fastfood;220;8.1;26.8;8.4;snack
Pizza med kød, tomat og ost, fastfood;257;11.8;29.5;9.8;snack
Pizza med kød og fisk, tomat og ost, fastfood;228;12.8;22.4;9.3;snack
Fiskefilet, paneret, stegt, delikatesse;283;12.7;22.9;15.7;snack
Tun, gulfinnet, rå;113;24.4;0;1.7;fisk
Reje, dybvands, kogt, i lage;72;15.5;0.4;0.9;fisk
Laks, atlantisk, opdræt, gravad;170;20.4;2.7;8.6;fisk
Skrubbe, filet, paneret, rå, dybfrost;154;11.1;22.3;2.3;fisk
Fiskepinde, panerede, dybfrost;188;12.8;15.2;8.4;fisk
Laks, atlantisk, opdræt, rå;228;15.8;0;18.3;fisk
Laks, Stillehavs-, vild, rå;105;21.2;0;2.3;fisk
Hajmalle, rå, dybfrost;69;14.6;0;1.3;fisk
Blåmusling, kogt;112;17.8;4.1;2.8;fisk
Æg, høne, burhøns, rå;137;12;1.1;9.4;fjerkræ
Æg, høne, frilands høns, rå;137;12.3;1.2;9.2;fjerkræ
Æg, høne, skrabehøns, rå;139;12.3;1.1;9.5;fjerkræ
Æg, høne, økologisk drift, rå;139;12.3;1.3;9.3;fjerkræ
Æg, høne, kogt, dybfrost;146;13.7;1.5;9.5;fjerkræ
Æg, høne, blomme, pasteuriseret;245;13;2.6;20.3;fjerkræ
Æg, høne, røræg, industrifremstillet;118;10.8;0.9;7.9;fjerkræ
Æg, høne, røræg mix, industrifremstillet;132;10.9;3.8;8.1;fjerkræ
Rugbrød, mørkt, industrifremstillet;198;5.7;35.7;1.3;bm
Rugbrød, fuldkorn, industrifremstillet;200;5.5;36.5;1.4;bm
Hvedebrød, groft, med fedtrige frø, stort, detailbageri;281;10.2;44.8;5.9;bm
Rugbrød, kun groft rugmel, detailbageri;216;6.5;40.6;1.3;bm
Rugbrød, kun groft rugmel, med hele kerner, detailbageri;210;5.5;40.7;1.2;bm
Rugbrød, kun groft rugmel, med fedtrige frø, detailbageri;242;8;33.5;6.8;bm
Rugbrød, med sigtet mel (soft) og fedtrige frø, detailbageri;253;8.6;32.4;8.2;bm
Yoghurt, med frugt, 0.1 % fedt, uden tilsat sukker;43;3.8;6.7;0.1;bm
Hytteost, 5+;76;13.3;3;1.2;bm
Yoghurt med frugt, 0.4 % fedt;77;4.6;13.7;0.4;bm
Koldskål;72;3.2;10.6;1.9;snack
Milkshake;86;5;12.5;1.8;snack
Smørbart blandingsprodukt, 75% fedt;686;0.5;1.1;75.5;bm
Smørbart blandingsprodukt, let, 57% fedt;542;0.4;0.6;59.7;bm
Grisekød, skinkeklump, helt afpudset, rå;100;20.8;0;1.9;kød
Grisekød, bryst med svær, rå;299;17.2;0;25.6;kød
Grisekød, filet, 0-1 mm fedtkant, rå;130;21.9;0;4.7;kød
Grisekød, kæbe, afpudset, rå;117;19.8;0.1;4.1;kød
Havredrik, ikke beriget;50;0.6;4;1;drikke
Risdrik, ikke beriget;50;0.1;5.6;0.9;drikke
Mandeldrik, ikke beriget;47;0.8;4.3;2.2;drikke
Skyr, 0.2 % fedt;70;10.8;4;0.2;bm
Kommen, rå;334;23.4;8.3;14.6;krydderi
Spidskommen, rå;428;21;30.6;22.3;krydderi
Risdrik, tilsat calcium;54;0.1;6.9;0.9;drikke
Havredrik, tilsat calcium;45;0.6;5.6;1.6;drikke
Sojadrik, tilsat calcium;45;3.6;3.3;1.9;drikke
Hvedebrød, bolle, italiensk type, detailbageri;257;9.9;46.8;2.7;bm
Hvedebrød, pitabrød, fint;250;8.3;49.6;1.6;bm
Havtorn, rå;75;0.7;3.9;5;fg
Speltmel, sigtet;348;13.2;50.6;1.7;korn
Speltmel, fuldkorn;332;14.4;47.7;2.3;korn
Quinoa, hvid, rå;362;13.3;44.8;6.5;korn
Quinoa, rød, rå;358;14.6;52.8;7;korn
Quinoa, sort, rå;347;13.7;42.3;6.5;korn
Rugmel, uspec.;322;8.7;37;1.7;korn
Chiafrø;447;21.4;1.8;34.1;korn
Perlespelt;329;12.1;39.8;2.4;korn
Perlebyg;335;9.1;46.5;2;korn
